"s"	"abstract"	"name"	"year"	"hurType"	"season"	"damages"	"fatalities"	"winds"	"started"	"ended"	"areas"
"http://dbpedia.org/resource/Hurricane_David"	"Hurricane David  was a Cape Verde-type hurricane that reached Category 5 hurricane status on the Saffir-Simpson Hurricane Scale. The fourth named tropical cyclone, second hurricane, and first major hurricane of the 1979 Atlantic hurricane season, traversed through the Leeward Islands, Greater Antilles, and East Coast of the United States during late August and early September. David was the first hurricane to affect the Lesser Antilles since Hurricane Inez in 1966. With winds of 175 mph (280 km/h), David remains the only storm of Category 5 intensity to make landfall on the Dominican Republic in the 20th century and the deadliest since the 1930 Dominican Republic Hurricane killing over 2,000 people in its path. Also, the hurricane was the strongest to hit Dominica in the 20th century, and was the deadliest Dominican tropical cyclone since a hurricane killed over 200 in September of the 1834 season.David was the second male name for an Atlantic tropical storm since 1952, first to reach Category 5 intensity and the first to be retired."	"Hurricane David"	1979	"http://dbpedia.org/class/yago/RetiredAtlanticHurricanes"	1979	1540	2068	150	1979-08-25	1979-09-08	"http://dbpedia.org/resource/Puerto_Rico"
"http://dbpedia.org/resource/Hurricane_David"	"Hurricane David  was a Cape Verde-type hurricane that reached Category 5 hurricane status on the Saffir-Simpson Hurricane Scale. The fourth named tropical cyclone, second hurricane, and first major hurricane of the 1979 Atlantic hurricane season, traversed through the Leeward Islands, Greater Antilles, and East Coast of the United States during late August and early September. David was the first hurricane to affect the Lesser Antilles since Hurricane Inez in 1966. With winds of 175 mph (280 km/h), David remains the only storm of Category 5 intensity to make landfall on the Dominican Republic in the 20th century and the deadliest since the 1930 Dominican Republic Hurricane killing over 2,000 people in its path. Also, the hurricane was the strongest to hit Dominica in the 20th century, and was the deadliest Dominican tropical cyclone since a hurricane killed over 200 in September of the 1834 season.David was the second male name for an Atlantic tropical storm since 1952, first to reach Category 5 intensity and the first to be retired."	"Hurricane David"	1979	"http://dbpedia.org/class/yago/RetiredAtlanticHurricanes"	1979	1540	2068	150	1979-08-25	1979-09-08	"http://dbpedia.org/resource/The_Bahamas"
"http://dbpedia.org/resource/Hurricane_David"	"Hurricane David  was a Cape Verde-type hurricane that reached Category 5 hurricane status on the Saffir-Simpson Hurricane Scale. The fourth named tropical cyclone, second hurricane, and first major hurricane of the 1979 Atlantic hurricane season, traversed through the Leeward Islands, Greater Antilles, and East Coast of the United States during late August and early September. David was the first hurricane to affect the Lesser Antilles since Hurricane Inez in 1966. With winds of 175 mph (280 km/h), David remains the only storm of Category 5 intensity to make landfall on the Dominican Republic in the 20th century and the deadliest since the 1930 Dominican Republic Hurricane killing over 2,000 people in its path. Also, the hurricane was the strongest to hit Dominica in the 20th century, and was the deadliest Dominican tropical cyclone since a hurricane killed over 200 in September of the 1834 season.David was the second male name for an Atlantic tropical storm since 1952, first to reach Category 5 intensity and the first to be retired."	"Hurricane David"	1979	"http://dbpedia.org/class/yago/RetiredAtlanticHurricanes"	1979	1540	2068	150	1979-08-25	1979-09-08	"http://dbpedia.org/resource/Eastern_United_States"
"http://dbpedia.org/resource/Hurricane_David"	"Hurricane David  was a Cape Verde-type hurricane that reached Category 5 hurricane status on the Saffir-Simpson Hurricane Scale. The fourth named tropical cyclone, second hurricane, and first major hurricane of the 1979 Atlantic hurricane season, traversed through the Leeward Islands, Greater Antilles, and East Coast of the United States during late August and early September. David was the first hurricane to affect the Lesser Antilles since Hurricane Inez in 1966. With winds of 175 mph (280 km/h), David remains the only storm of Category 5 intensity to make landfall on the Dominican Republic in the 20th century and the deadliest since the 1930 Dominican Republic Hurricane killing over 2,000 people in its path. Also, the hurricane was the strongest to hit Dominica in the 20th century, and was the deadliest Dominican tropical cyclone since a hurricane killed over 200 in September of the 1834 season.David was the second male name for an Atlantic tropical storm since 1952, first to reach Category 5 intensity and the first to be retired."	"Hurricane David"	1979	"http://dbpedia.org/class/yago/RetiredAtlanticHurricanes"	1979	1540	2068	150	1979-08-25	1979-09-08	"http://dbpedia.org/resource/Atlantic_Canada"
"http://dbpedia.org/resource/Hurricane_David"	"Hurricane David  was a Cape Verde-type hurricane that reached Category 5 hurricane status on the Saffir-Simpson Hurricane Scale. The fourth named tropical cyclone, second hurricane, and first major hurricane of the 1979 Atlantic hurricane season, traversed through the Leeward Islands, Greater Antilles, and East Coast of the United States during late August and early September. David was the first hurricane to affect the Lesser Antilles since Hurricane Inez in 1966. With winds of 175 mph (280 km/h), David remains the only storm of Category 5 intensity to make landfall on the Dominican Republic in the 20th century and the deadliest since the 1930 Dominican Republic Hurricane killing over 2,000 people in its path. Also, the hurricane was the strongest to hit Dominica in the 20th century, and was the deadliest Dominican tropical cyclone since a hurricane killed over 200 in September of the 1834 season.David was the second male name for an Atlantic tropical storm since 1952, first to reach Category 5 intensity and the first to be retired."	"Hurricane David"	1979	"http://dbpedia.org/class/yago/Category5AtlanticHurricanes"	1979	1540	2068	150	1979-08-25	1979-09-08	"http://dbpedia.org/resource/Lesser_Antilles"
"http://dbpedia.org/resource/Hurricane_David"	"Hurricane David  was a Cape Verde-type hurricane that reached Category 5 hurricane status on the Saffir-Simpson Hurricane Scale. The fourth named tropical cyclone, second hurricane, and first major hurricane of the 1979 Atlantic hurricane season, traversed through the Leeward Islands, Greater Antilles, and East Coast of the United States during late August and early September. David was the first hurricane to affect the Lesser Antilles since Hurricane Inez in 1966. With winds of 175 mph (280 km/h), David remains the only storm of Category 5 intensity to make landfall on the Dominican Republic in the 20th century and the deadliest since the 1930 Dominican Republic Hurricane killing over 2,000 people in its path. Also, the hurricane was the strongest to hit Dominica in the 20th century, and was the deadliest Dominican tropical cyclone since a hurricane killed over 200 in September of the 1834 season.David was the second male name for an Atlantic tropical storm since 1952, first to reach Category 5 intensity and the first to be retired."	"Hurricane David"	1979	"http://dbpedia.org/class/yago/Category5AtlanticHurricanes"	1979	1540	2068	150	1979-08-25	1979-09-08	"http://dbpedia.org/resource/Florida"
"http://dbpedia.org/resource/Hurricane_David"	"Hurricane David  was a Cape Verde-type hurricane that reached Category 5 hurricane status on the Saffir-Simpson Hurricane Scale. The fourth named tropical cyclone, second hurricane, and first major hurricane of the 1979 Atlantic hurricane season, traversed through the Leeward Islands, Greater Antilles, and East Coast of the United States during late August and early September. David was the first hurricane to affect the Lesser Antilles since Hurricane Inez in 1966. With winds of 175 mph (280 km/h), David remains the only storm of Category 5 intensity to make landfall on the Dominican Republic in the 20th century and the deadliest since the 1930 Dominican Republic Hurricane killing over 2,000 people in its path. Also, the hurricane was the strongest to hit Dominica in the 20th century, and was the deadliest Dominican tropical cyclone since a hurricane killed over 200 in September of the 1834 season.David was the second male name for an Atlantic tropical storm since 1952, first to reach Category 5 intensity and the first to be retired."	"Hurricane David"	1979	"http://dbpedia.org/class/yago/Category5AtlanticHurricanes"	1979	1540	2068	150	1979-08-25	1979-09-08	"http://dbpedia.org/resource/Georgia_(U.S._state)"
"http://dbpedia.org/resource/Hurricane_David"	"Hurricane David  was a Cape Verde-type hurricane that reached Category 5 hurricane status on the Saffir-Simpson Hurricane Scale. The fourth named tropical cyclone, second hurricane, and first major hurricane of the 1979 Atlantic hurricane season, traversed through the Leeward Islands, Greater Antilles, and East Coast of the United States during late August and early September. David was the first hurricane to affect the Lesser Antilles since Hurricane Inez in 1966. With winds of 175 mph (280 km/h), David remains the only storm of Category 5 intensity to make landfall on the Dominican Republic in the 20th century and the deadliest since the 1930 Dominican Republic Hurricane killing over 2,000 people in its path. Also, the hurricane was the strongest to hit Dominica in the 20th century, and was the deadliest Dominican tropical cyclone since a hurricane killed over 200 in September of the 1834 season.David was the second male name for an Atlantic tropical storm since 1952, first to reach Category 5 intensity and the first to be retired."	"Hurricane David"	1979	"http://dbpedia.org/class/yago/Category5AtlanticHurricanes"	1979	1540	2068	150	1979-08-25	1979-09-08	"http://dbpedia.org/resource/Cuba"
"http://dbpedia.org/resource/Hurricane_David"	"Hurricane David  was a Cape Verde-type hurricane that reached Category 5 hurricane status on the Saffir-Simpson Hurricane Scale. The fourth named tropical cyclone, second hurricane, and first major hurricane of the 1979 Atlantic hurricane season, traversed through the Leeward Islands, Greater Antilles, and East Coast of the United States during late August and early September. David was the first hurricane to affect the Lesser Antilles since Hurricane Inez in 1966. With winds of 175 mph (280 km/h), David remains the only storm of Category 5 intensity to make landfall on the Dominican Republic in the 20th century and the deadliest since the 1930 Dominican Republic Hurricane killing over 2,000 people in its path. Also, the hurricane was the strongest to hit Dominica in the 20th century, and was the deadliest Dominican tropical cyclone since a hurricane killed over 200 in September of the 1834 season.David was the second male name for an Atlantic tropical storm since 1952, first to reach Category 5 intensity and the first to be retired."	"Hurricane David"	1979	"http://dbpedia.org/class/yago/Category5AtlanticHurricanes"	1979	1540	2068	150	1979-08-25	1979-09-08	"http://dbpedia.org/resource/Dominican_Republic"
"http://dbpedia.org/resource/Hurricane_David"	"Hurricane David  was a Cape Verde-type hurricane that reached Category 5 hurricane status on the Saffir-Simpson Hurricane Scale. The fourth named tropical cyclone, second hurricane, and first major hurricane of the 1979 Atlantic hurricane season, traversed through the Leeward Islands, Greater Antilles, and East Coast of the United States during late August and early September. David was the first hurricane to affect the Lesser Antilles since Hurricane Inez in 1966. With winds of 175 mph (280 km/h), David remains the only storm of Category 5 intensity to make landfall on the Dominican Republic in the 20th century and the deadliest since the 1930 Dominican Republic Hurricane killing over 2,000 people in its path. Also, the hurricane was the strongest to hit Dominica in the 20th century, and was the deadliest Dominican tropical cyclone since a hurricane killed over 200 in September of the 1834 season.David was the second male name for an Atlantic tropical storm since 1952, first to reach Category 5 intensity and the first to be retired."	"Hurricane David"	1979	"http://dbpedia.org/class/yago/Category5AtlanticHurricanes"	1979	1540	2068	150	1979-08-25	1979-09-08	"http://dbpedia.org/resource/Haiti"
"http://dbpedia.org/resource/Hurricane_David"	"Hurricane David  was a Cape Verde-type hurricane that reached Category 5 hurricane status on the Saffir-Simpson Hurricane Scale. The fourth named tropical cyclone, second hurricane, and first major hurricane of the 1979 Atlantic hurricane season, traversed through the Leeward Islands, Greater Antilles, and East Coast of the United States during late August and early September. David was the first hurricane to affect the Lesser Antilles since Hurricane Inez in 1966. With winds of 175 mph (280 km/h), David remains the only storm of Category 5 intensity to make landfall on the Dominican Republic in the 20th century and the deadliest since the 1930 Dominican Republic Hurricane killing over 2,000 people in its path. Also, the hurricane was the strongest to hit Dominica in the 20th century, and was the deadliest Dominican tropical cyclone since a hurricane killed over 200 in September of the 1834 season.David was the second male name for an Atlantic tropical storm since 1952, first to reach Category 5 intensity and the first to be retired."	"Hurricane David"	1979	"http://dbpedia.org/class/yago/Category5AtlanticHurricanes"	1979	1540	2068	150	1979-08-25	1979-09-08	"http://dbpedia.org/resource/Puerto_Rico"
"http://dbpedia.org/resource/Hurricane_David"	"Hurricane David  was a Cape Verde-type hurricane that reached Category 5 hurricane status on the Saffir-Simpson Hurricane Scale. The fourth named tropical cyclone, second hurricane, and first major hurricane of the 1979 Atlantic hurricane season, traversed through the Leeward Islands, Greater Antilles, and East Coast of the United States during late August and early September. David was the first hurricane to affect the Lesser Antilles since Hurricane Inez in 1966. With winds of 175 mph (280 km/h), David remains the only storm of Category 5 intensity to make landfall on the Dominican Republic in the 20th century and the deadliest since the 1930 Dominican Republic Hurricane killing over 2,000 people in its path. Also, the hurricane was the strongest to hit Dominica in the 20th century, and was the deadliest Dominican tropical cyclone since a hurricane killed over 200 in September of the 1834 season.David was the second male name for an Atlantic tropical storm since 1952, first to reach Category 5 intensity and the first to be retired."	"Hurricane David"	1979	"http://dbpedia.org/class/yago/Category5AtlanticHurricanes"	1979	1540	2068	150	1979-08-25	1979-09-08	"http://dbpedia.org/resource/The_Bahamas"
"http://dbpedia.org/resource/Hurricane_David"	"Hurricane David  was a Cape Verde-type hurricane that reached Category 5 hurricane status on the Saffir-Simpson Hurricane Scale. The fourth named tropical cyclone, second hurricane, and first major hurricane of the 1979 Atlantic hurricane season, traversed through the Leeward Islands, Greater Antilles, and East Coast of the United States during late August and early September. David was the first hurricane to affect the Lesser Antilles since Hurricane Inez in 1966. With winds of 175 mph (280 km/h), David remains the only storm of Category 5 intensity to make landfall on the Dominican Republic in the 20th century and the deadliest since the 1930 Dominican Republic Hurricane killing over 2,000 people in its path. Also, the hurricane was the strongest to hit Dominica in the 20th century, and was the deadliest Dominican tropical cyclone since a hurricane killed over 200 in September of the 1834 season.David was the second male name for an Atlantic tropical storm since 1952, first to reach Category 5 intensity and the first to be retired."	"Hurricane David"	1979	"http://dbpedia.org/class/yago/Category5AtlanticHurricanes"	1979	1540	2068	150	1979-08-25	1979-09-08	"http://dbpedia.org/resource/Eastern_United_States"
"http://dbpedia.org/resource/Hurricane_David"	"Hurricane David  was a Cape Verde-type hurricane that reached Category 5 hurricane status on the Saffir-Simpson Hurricane Scale. The fourth named tropical cyclone, second hurricane, and first major hurricane of the 1979 Atlantic hurricane season, traversed through the Leeward Islands, Greater Antilles, and East Coast of the United States during late August and early September. David was the first hurricane to affect the Lesser Antilles since Hurricane Inez in 1966. With winds of 175 mph (280 km/h), David remains the only storm of Category 5 intensity to make landfall on the Dominican Republic in the 20th century and the deadliest since the 1930 Dominican Republic Hurricane killing over 2,000 people in its path. Also, the hurricane was the strongest to hit Dominica in the 20th century, and was the deadliest Dominican tropical cyclone since a hurricane killed over 200 in September of the 1834 season.David was the second male name for an Atlantic tropical storm since 1952, first to reach Category 5 intensity and the first to be retired."	"Hurricane David"	1979	"http://dbpedia.org/class/yago/Category5AtlanticHurricanes"	1979	1540	2068	150	1979-08-25	1979-09-08	"http://dbpedia.org/resource/Atlantic_Canada"
"http://dbpedia.org/resource/Hurricane_Dean"	"Hurricane Dean was the strongest tropical cyclone of the 2007 Atlantic hurricane season. It was the most intense North Atlantic hurricane since Hurricane Wilma of 2005, tying for seventh overall. Additionally, it made the third most intense Atlantic hurricane landfall. A Cape Verde-type hurricane that formed on August 13, 2007, Dean took a west-northwest path from the eastern Atlantic Ocean through the Saint Lucia Channel and into the Caribbean. It strengthened into a major hurricane, reaching Category 5 status on the Saffir–Simpson hurricane wind scale before passing just south of Jamaica on August 20. The storm made landfall on the Yucatán Peninsula on August 21 as a powerful Category 5 storm. It crossed the peninsula and emerged into the Bay of Campeche weakened, but still a hurricane. It strengthened briefly before making a second landfall near Tecolutla in the Mexican state of Veracruz on August 22. Dean drifted to the northwest, weakening into a remnant low which dissipated uneventfully over the southwestern United States.The hurricane's intense winds, waves, rains and storm surge were responsible for at least 45 deaths across ten countries and caused estimated damages of US$1.66 billion. First impacting the islands of the Lesser Antilles, Dean's path through the Caribbean devastated agricultural crops, particularly those of Martinique and Jamaica. Upon reaching Mexico, Hurricane Dean was a Category 5 storm, but it missed major population centers and its exceptional Category 5 strength landfall caused no deaths and less damage than in the Caribbean islands it passed as a Category 2 storm.Through the affected regions, clean up and repair took months to complete. Donations solicited by international aid organizations joined national funds in clearing roads, rebuilding houses, and replanting destroyed crops. In Jamaica, where the damage was worst, banana production did not return to pre-storm levels for over a year. Mexico's tourist industry, too, took almost a year to rebuild its damaged cruise ship infrastructure.Dean was the first hurricane to make landfall in the Atlantic basin at Category 5 intensity since Hurricane Andrew on August 24, 1992. Dean's Category 5 landfall was in a sparsely populated area and thus far less damaging than Andrew's, even though Dean was much larger, but its long swath of damage resulted in its name retirement from the World Meteorological Organization's Atlantic hurricane naming lists."	"Hurricane Dean"	2007	"http://dbpedia.org/class/yago/Hurricane111467018"	2007	1660	40	150	2007-08-13	2007-08-27	"http://dbpedia.org/resource/Lesser_Antilles"
"http://dbpedia.org/resource/Hurricane_Dean"	"Hurricane Dean was the strongest tropical cyclone of the 2007 Atlantic hurricane season. It was the most intense North Atlantic hurricane since Hurricane Wilma of 2005, tying for seventh overall. Additionally, it made the third most intense Atlantic hurricane landfall. A Cape Verde-type hurricane that formed on August 13, 2007, Dean took a west-northwest path from the eastern Atlantic Ocean through the Saint Lucia Channel and into the Caribbean. It strengthened into a major hurricane, reaching Category 5 status on the Saffir–Simpson hurricane wind scale before passing just south of Jamaica on August 20. The storm made landfall on the Yucatán Peninsula on August 21 as a powerful Category 5 storm. It crossed the peninsula and emerged into the Bay of Campeche weakened, but still a hurricane. It strengthened briefly before making a second landfall near Tecolutla in the Mexican state of Veracruz on August 22. Dean drifted to the northwest, weakening into a remnant low which dissipated uneventfully over the southwestern United States.The hurricane's intense winds, waves, rains and storm surge were responsible for at least 45 deaths across ten countries and caused estimated damages of US$1.66 billion. First impacting the islands of the Lesser Antilles, Dean's path through the Caribbean devastated agricultural crops, particularly those of Martinique and Jamaica. Upon reaching Mexico, Hurricane Dean was a Category 5 storm, but it missed major population centers and its exceptional Category 5 strength landfall caused no deaths and less damage than in the Caribbean islands it passed as a Category 2 storm.Through the affected regions, clean up and repair took months to complete. Donations solicited by international aid organizations joined national funds in clearing roads, rebuilding houses, and replanting destroyed crops. In Jamaica, where the damage was worst, banana production did not return to pre-storm levels for over a year. Mexico's tourist industry, too, took almost a year to rebuild its damaged cruise ship infrastructure.Dean was the first hurricane to make landfall in the Atlantic basin at Category 5 intensity since Hurricane Andrew on August 24, 1992. Dean's Category 5 landfall was in a sparsely populated area and thus far less damaging than Andrew's, even though Dean was much larger, but its long swath of damage resulted in its name retirement from the World Meteorological Organization's Atlantic hurricane naming lists."	"Hurricane Dean"	2007	"http://dbpedia.org/class/yago/Hurricane111467018"	2007	1660	40	150	2007-08-13	2007-08-27	"http://dbpedia.org/resource/Belize"
"http://dbpedia.org/resource/Hurricane_Dean"	"Hurricane Dean was the strongest tropical cyclone of the 2007 Atlantic hurricane season. It was the most intense North Atlantic hurricane since Hurricane Wilma of 2005, tying for seventh overall. Additionally, it made the third most intense Atlantic hurricane landfall. A Cape Verde-type hurricane that formed on August 13, 2007, Dean took a west-northwest path from the eastern Atlantic Ocean through the Saint Lucia Channel and into the Caribbean. It strengthened into a major hurricane, reaching Category 5 status on the Saffir–Simpson hurricane wind scale before passing just south of Jamaica on August 20. The storm made landfall on the Yucatán Peninsula on August 21 as a powerful Category 5 storm. It crossed the peninsula and emerged into the Bay of Campeche weakened, but still a hurricane. It strengthened briefly before making a second landfall near Tecolutla in the Mexican state of Veracruz on August 22. Dean drifted to the northwest, weakening into a remnant low which dissipated uneventfully over the southwestern United States.The hurricane's intense winds, waves, rains and storm surge were responsible for at least 45 deaths across ten countries and caused estimated damages of US$1.66 billion. First impacting the islands of the Lesser Antilles, Dean's path through the Caribbean devastated agricultural crops, particularly those of Martinique and Jamaica. Upon reaching Mexico, Hurricane Dean was a Category 5 storm, but it missed major population centers and its exceptional Category 5 strength landfall caused no deaths and less damage than in the Caribbean islands it passed as a Category 2 storm.Through the affected regions, clean up and repair took months to complete. Donations solicited by international aid organizations joined national funds in clearing roads, rebuilding houses, and replanting destroyed crops. In Jamaica, where the damage was worst, banana production did not return to pre-storm levels for over a year. Mexico's tourist industry, too, took almost a year to rebuild its damaged cruise ship infrastructure.Dean was the first hurricane to make landfall in the Atlantic basin at Category 5 intensity since Hurricane Andrew on August 24, 1992. Dean's Category 5 landfall was in a sparsely populated area and thus far less damaging than Andrew's, even though Dean was much larger, but its long swath of damage resulted in its name retirement from the World Meteorological Organization's Atlantic hurricane naming lists."	"Hurricane Dean"	2007	"http://dbpedia.org/class/yago/Hurricane111467018"	2007	1660	40	150	2007-08-13	2007-08-27	"http://dbpedia.org/resource/Cayman_Islands"
"http://dbpedia.org/resource/Hurricane_Dean"	"Hurricane Dean was the strongest tropical cyclone of the 2007 Atlantic hurricane season. It was the most intense North Atlantic hurricane since Hurricane Wilma of 2005, tying for seventh overall. Additionally, it made the third most intense Atlantic hurricane landfall. A Cape Verde-type hurricane that formed on August 13, 2007, Dean took a west-northwest path from the eastern Atlantic Ocean through the Saint Lucia Channel and into the Caribbean. It strengthened into a major hurricane, reaching Category 5 status on the Saffir–Simpson hurricane wind scale before passing just south of Jamaica on August 20. The storm made landfall on the Yucatán Peninsula on August 21 as a powerful Category 5 storm. It crossed the peninsula and emerged into the Bay of Campeche weakened, but still a hurricane. It strengthened briefly before making a second landfall near Tecolutla in the Mexican state of Veracruz on August 22. Dean drifted to the northwest, weakening into a remnant low which dissipated uneventfully over the southwestern United States.The hurricane's intense winds, waves, rains and storm surge were responsible for at least 45 deaths across ten countries and caused estimated damages of US$1.66 billion. First impacting the islands of the Lesser Antilles, Dean's path through the Caribbean devastated agricultural crops, particularly those of Martinique and Jamaica. Upon reaching Mexico, Hurricane Dean was a Category 5 storm, but it missed major population centers and its exceptional Category 5 strength landfall caused no deaths and less damage than in the Caribbean islands it passed as a Category 2 storm.Through the affected regions, clean up and repair took months to complete. Donations solicited by international aid organizations joined national funds in clearing roads, rebuilding houses, and replanting destroyed crops. In Jamaica, where the damage was worst, banana production did not return to pre-storm levels for over a year. Mexico's tourist industry, too, took almost a year to rebuild its damaged cruise ship infrastructure.Dean was the first hurricane to make landfall in the Atlantic basin at Category 5 intensity since Hurricane Andrew on August 24, 1992. Dean's Category 5 landfall was in a sparsely populated area and thus far less damaging than Andrew's, even though Dean was much larger, but its long swath of damage resulted in its name retirement from the World Meteorological Organization's Atlantic hurricane naming lists."	"Hurricane Dean"	2007	"http://dbpedia.org/class/yago/Hurricane111467018"	2007	1660	40	150	2007-08-13	2007-08-27	"http://dbpedia.org/resource/Cuba"
"http://dbpedia.org/resource/Hurricane_Dean"	"Hurricane Dean was the strongest tropical cyclone of the 2007 Atlantic hurricane season. It was the most intense North Atlantic hurricane since Hurricane Wilma of 2005, tying for seventh overall. Additionally, it made the third most intense Atlantic hurricane landfall. A Cape Verde-type hurricane that formed on August 13, 2007, Dean took a west-northwest path from the eastern Atlantic Ocean through the Saint Lucia Channel and into the Caribbean. It strengthened into a major hurricane, reaching Category 5 status on the Saffir–Simpson hurricane wind scale before passing just south of Jamaica on August 20. The storm made landfall on the Yucatán Peninsula on August 21 as a powerful Category 5 storm. It crossed the peninsula and emerged into the Bay of Campeche weakened, but still a hurricane. It strengthened briefly before making a second landfall near Tecolutla in the Mexican state of Veracruz on August 22. Dean drifted to the northwest, weakening into a remnant low which dissipated uneventfully over the southwestern United States.The hurricane's intense winds, waves, rains and storm surge were responsible for at least 45 deaths across ten countries and caused estimated damages of US$1.66 billion. First impacting the islands of the Lesser Antilles, Dean's path through the Caribbean devastated agricultural crops, particularly those of Martinique and Jamaica. Upon reaching Mexico, Hurricane Dean was a Category 5 storm, but it missed major population centers and its exceptional Category 5 strength landfall caused no deaths and less damage than in the Caribbean islands it passed as a Category 2 storm.Through the affected regions, clean up and repair took months to complete. Donations solicited by international aid organizations joined national funds in clearing roads, rebuilding houses, and replanting destroyed crops. In Jamaica, where the damage was worst, banana production did not return to pre-storm levels for over a year. Mexico's tourist industry, too, took almost a year to rebuild its damaged cruise ship infrastructure.Dean was the first hurricane to make landfall in the Atlantic basin at Category 5 intensity since Hurricane Andrew on August 24, 1992. Dean's Category 5 landfall was in a sparsely populated area and thus far less damaging than Andrew's, even though Dean was much larger, but its long swath of damage resulted in its name retirement from the World Meteorological Organization's Atlantic hurricane naming lists."	"Hurricane Dean"	2007	"http://dbpedia.org/class/yago/Hurricane111467018"	2007	1660	40	150	2007-08-13	2007-08-27	"http://dbpedia.org/resource/Guatemala"
"http://dbpedia.org/resource/Hurricane_Dean"	"Hurricane Dean was the strongest tropical cyclone of the 2007 Atlantic hurricane season. It was the most intense North Atlantic hurricane since Hurricane Wilma of 2005, tying for seventh overall. Additionally, it made the third most intense Atlantic hurricane landfall. A Cape Verde-type hurricane that formed on August 13, 2007, Dean took a west-northwest path from the eastern Atlantic Ocean through the Saint Lucia Channel and into the Caribbean. It strengthened into a major hurricane, reaching Category 5 status on the Saffir–Simpson hurricane wind scale before passing just south of Jamaica on August 20. The storm made landfall on the Yucatán Peninsula on August 21 as a powerful Category 5 storm. It crossed the peninsula and emerged into the Bay of Campeche weakened, but still a hurricane. It strengthened briefly before making a second landfall near Tecolutla in the Mexican state of Veracruz on August 22. Dean drifted to the northwest, weakening into a remnant low which dissipated uneventfully over the southwestern United States.The hurricane's intense winds, waves, rains and storm surge were responsible for at least 45 deaths across ten countries and caused estimated damages of US$1.66 billion. First impacting the islands of the Lesser Antilles, Dean's path through the Caribbean devastated agricultural crops, particularly those of Martinique and Jamaica. Upon reaching Mexico, Hurricane Dean was a Category 5 storm, but it missed major population centers and its exceptional Category 5 strength landfall caused no deaths and less damage than in the Caribbean islands it passed as a Category 2 storm.Through the affected regions, clean up and repair took months to complete. Donations solicited by international aid organizations joined national funds in clearing roads, rebuilding houses, and replanting destroyed crops. In Jamaica, where the damage was worst, banana production did not return to pre-storm levels for over a year. Mexico's tourist industry, too, took almost a year to rebuild its damaged cruise ship infrastructure.Dean was the first hurricane to make landfall in the Atlantic basin at Category 5 intensity since Hurricane Andrew on August 24, 1992. Dean's Category 5 landfall was in a sparsely populated area and thus far less damaging than Andrew's, even though Dean was much larger, but its long swath of damage resulted in its name retirement from the World Meteorological Organization's Atlantic hurricane naming lists."	"Hurricane Dean"	2007	"http://dbpedia.org/class/yago/Hurricane111467018"	2007	1660	40	150	2007-08-13	2007-08-27	"http://dbpedia.org/resource/Honduras"
"http://dbpedia.org/resource/Hurricane_Dean"	"Hurricane Dean was the strongest tropical cyclone of the 2007 Atlantic hurricane season. It was the most intense North Atlantic hurricane since Hurricane Wilma of 2005, tying for seventh overall. Additionally, it made the third most intense Atlantic hurricane landfall. A Cape Verde-type hurricane that formed on August 13, 2007, Dean took a west-northwest path from the eastern Atlantic Ocean through the Saint Lucia Channel and into the Caribbean. It strengthened into a major hurricane, reaching Category 5 status on the Saffir–Simpson hurricane wind scale before passing just south of Jamaica on August 20. The storm made landfall on the Yucatán Peninsula on August 21 as a powerful Category 5 storm. It crossed the peninsula and emerged into the Bay of Campeche weakened, but still a hurricane. It strengthened briefly before making a second landfall near Tecolutla in the Mexican state of Veracruz on August 22. Dean drifted to the northwest, weakening into a remnant low which dissipated uneventfully over the southwestern United States.The hurricane's intense winds, waves, rains and storm surge were responsible for at least 45 deaths across ten countries and caused estimated damages of US$1.66 billion. First impacting the islands of the Lesser Antilles, Dean's path through the Caribbean devastated agricultural crops, particularly those of Martinique and Jamaica. Upon reaching Mexico, Hurricane Dean was a Category 5 storm, but it missed major population centers and its exceptional Category 5 strength landfall caused no deaths and less damage than in the Caribbean islands it passed as a Category 2 storm.Through the affected regions, clean up and repair took months to complete. Donations solicited by international aid organizations joined national funds in clearing roads, rebuilding houses, and replanting destroyed crops. In Jamaica, where the damage was worst, banana production did not return to pre-storm levels for over a year. Mexico's tourist industry, too, took almost a year to rebuild its damaged cruise ship infrastructure.Dean was the first hurricane to make landfall in the Atlantic basin at Category 5 intensity since Hurricane Andrew on August 24, 1992. Dean's Category 5 landfall was in a sparsely populated area and thus far less damaging than Andrew's, even though Dean was much larger, but its long swath of damage resulted in its name retirement from the World Meteorological Organization's Atlantic hurricane naming lists."	"Hurricane Dean"	2007	"http://dbpedia.org/class/yago/Hurricane111467018"	2007	1660	40	150	2007-08-13	2007-08-27	"http://dbpedia.org/resource/Jamaica"
